2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
20.2,18.58,15.06,11.99,11.74,10.91,9,11.87,13.28,8.8,8.78,6.1,6.58,6.45,11.36,12.91,5.38,2.52,4.27,3.05,4.91,8.39,11.92,7.42
